matrix,threads,seed,arm,repetitions,setup_ms,setup_ratio,find_partition_ms,find_partition_ratio,eliminate_ms,eliminate_ratio,sptrsv_setup_ms,sptrsv_setup_ratio,pcg_ms,pcg_ratio,total_ms,total_ratio
coPapersDBLP,36,42,t256,8,744.9475,1.0064586775687108,137.07150000000001,0.9933437205594609,251.72500000000002,0.9788862337621937,75.11250000000001,1.0015,14.745000000000001,0.9900956857478598,759.692,1.0046291184177554
coPapersDBLP,36,42,t512,8,722.9115,0.9766870179297376,136.733,0.9908906442495833,266.0005,1.0343995535757686,75.681,1.00908,15.055,1.010911532650663,738.8025,0.9770045021664487
coPapersDBLP,36,42,t1024,8,739.8634999999999,0.9995899574015052,136.9435,0.9924161171099355,258.2885,1.0044098003340405,75.864,1.01152,15.0435,1.0101393318784624,754.9525000000001,0.998361526147808
coPapersDBLP,36,43,base,8,730.9984999999999,1.0,137.4655,1.0,269.697,1.0,76.525,1.0,14.9985,1.0,745.655,1.0
coPapersDBLP,36,43,t128,8,740.4694999999999,1.0129562509362193,134.4745,0.9782418134004534,267.995,0.9936892141922231,74.15700000000001,0.9690558640967005,15.754000000000001,1.0503717038370504,755.5074999999999,1.0132132152268811
coPapersDBLP,36,43,t256,8,750.3705,1.0265007383736082,140.653,1.02318763617053,254.878,0.9450531522412188,76.26249999999999,0.9965697484482193,14.7335,0.9823315664899823,765.697,1.0268783820935956
coPapersDBLP,36,43,t512,8,737.8499999999999,1.0093727962506078,135.44150000000002,0.9852763056912464,266.92449999999997,0.9897199449752869,75.805,0.9905913100294022,14.939499999999999,0.996066273293996,752.712,1.0094641623807257
coPapersDBLP,36,43,t1024,8,741.1455000000001,1.0138810134357323,139.20549999999997,1.0126577213919128,251.89600000000002,0.9339962995509776,76.618,1.001215289121202,15.132,1.0089008900890089,756.481,1.0145187787918006
coPapersDBLP,36,44,base,8,752.268,1.0,136.6775,1.0,252.108,1.0,77.15549999999999,1.0,15.0075,1.0,767.524,1.0
coPapersDBLP,36,44,t128,8,755.2059999999999,1.0039055230316853,136.67849999999999,1.0000073164932046,292.704,1.1610262268551572,76.841,0.9959238161893839,15.6135,1.0403798100949526,770.7045,1.0041438443618702
coPapersDBLP,36,44,t256,8,730.6700000000001,0.971289487257201,139.1815,1.0183204989848365,290.0485,1.150493042664255,76.9975,0.9979521874655729,15.1595,1.0101282691987339,747.7465,0.9742320761305183
coPapersDBLP,36,44,t512,8,754.652,1.0031690833585902,136.133,0.9960161694499826,258.237,1.0243110095673285,77.122,0.9995658118993462,14.753499999999999,0.9830751291021155,769.565,1.0026592002334782
